regime,seed,snapshot_t,user,x,y
continuous_sudden,401,4,0,0.06704098197132231,0.6856124193745395
continuous_sudden,401,4,1,0.420509434929931,0.209308264687399
continuous_sudden,401,4,2,0.371913011510535,0.33769509057603514
continuous_sudden,401,4,3,0.7577510404774923,0.24211734098500498
continuous_sudden,401,4,4,0.8639263303195909,0.7515072772064298
continuous_sudden,401,5,0,0.1129124720907736,0.8418732846592412
continuous_sudden,401,5,1,0.44136807230848396,0.12486090111411377
continuous_sudden,401,5,2,0.4993228047795054,0.3972898462901988
continuous_sudden,401,5,3,0.6944330560395294,0.41515145248736895
continuous_sudden,401,5,4,0.7364949623238322,0.9421569645912763
continuous_sudden,401,6,0,0.20412634774747473,0.7290876554270826
continuous_sudden,401,6,1,0.3960492329891457,0.11857129007428338
continuous_sudden,401,6,2,0.4267660342843214,0.4617757937115995
continuous_sudden,401,6,3,0.6564238651245142,0.6109889910695707
continuous_sudden,401,6,4,0.8013199814940006,0.8015142257122716
continuous_sudden,401,7,0,0.1879493641124047,0.6317101093404645
continuous_sudden,401,7,1,0.3809897607045149,0.030212423949270997
continuous_sudden,401,7,2,0.39157015405778123,0.41291716707257714
continuous_sudden,401,7,3,0.549105794225089,0.23952925026938582
continuous_sudden,401,7,4,0.8806680322844351,0.7846137654462403
continuous_sudden,401,8,0,0.023668978220845682,0.8044464152790832
continuous_sudden,401,8,1,0.3484740993699693,0.12777979746932172
continuous_sudden,401,8,2,0.43276363354904446,0.19434136428807638
continuous_sudden,401,8,3,0.6895419330791217,0.3040291352396367
continuous_sudden,401,8,4,0.9702963986183087,0.7494920502985597
continuous_sudden,401,9,0,0.03343458849142157,0.8133978285597059
continuous_sudden,401,9,1,0.34754742478817485,0.18589899895714984
continuous_sudden,401,9,2,0.4601152419055125,0.28848451031818545
continuous_sudden,401,9,3,0.7672931303187815,0.3766110370894866
continuous_sudden,401,9,4,0.98,0.6310891776408072
continuous_sudden,401,10,0,0.07892134350857265,0.8770488830701642
continuous_sudden,401,10,1,0.350886243881524,0.15216277215772936
continuous_sudden,401,10,2,0.3222360135070842,0.2717857984408381
continuous_sudden,401,10,3,0.4766280485691929,0.14797107440896418
continuous_sudden,401,10,4,0.8924194750571621,0.5313153138211593
continuous_sudden,401,11,0,0.02,0.9314737928673307
continuous_sudden,401,11,1,0.2670729157608097,0.24740591904359
continuous_sudden,401,11,2,0.1943369056344882,0.3544181083226671
continuous_sudden,401,11,3,0.5272841925611375,0.1498249577528178
continuous_sudden,401,11,4,0.7791164225926968,0.5274282479797536
