scenario,seed,snapshot_t,method,evaluation,objective_value,best_so_far_cost
continuous_sudden,402,11,State,15,0.23001131537712105,0.2219183639978811
continuous_sudden,402,11,State,16,0.22806138260622733,0.2219183639978811
continuous_sudden,402,11,State,17,0.22151068483627895,0.22151068483627895
continuous_sudden,402,11,State,18,0.22151068483627895,0.22151068483627895
continuous_sudden,402,11,State,19,0.22151068483627895,0.22151068483627895
continuous_sudden,402,11,State,20,0.22151068483627895,0.22151068483627895
continuous_sudden,402,11,State,21,0.22151068483627895,0.22151068483627895
continuous_sudden,402,11,State,22,0.22311655233436753,0.22151068483627895
continuous_sudden,402,11,State,23,0.22720471649214688,0.22151068483627895
continuous_sudden,402,11,State,24,0.22343684732108543,0.22151068483627895
continuous_sudden,402,11,Combined,1,0.009759723882590091,0.009759723882590091
continuous_sudden,402,11,Combined,2,0.23723266324762732,0.009759723882590091
continuous_sudden,402,11,Combined,3,0.03229783943482357,0.009759723882590091
continuous_sudden,402,11,Combined,4,0.23777731270727848,0.009759723882590091
continuous_sudden,402,11,Combined,5,0.4744817617033606,0.009759723882590091
continuous_sudden,402,11,Combined,6,0.032974816931473444,0.009759723882590091
continuous_sudden,402,11,Combined,7,0.0891779255117809,0.009759723882590091
continuous_sudden,402,11,Combined,8,0.017742984989024897,0.009759723882590091
continuous_sudden,402,11,Combined,9,0.006249999997615902,0.006249999997615902
continuous_sudden,402,11,Combined,10,0.0200433674885522,0.006249999997615902
continuous_sudden,402,11,Combined,11,0.036121957191489834,0.006249999997615902
continuous_sudden,402,11,Combined,12,0.019574617488552208,0.006249999997615902
continuous_sudden,402,11,Combined,13,0.010390624995231808,0.006249999997615902
continuous_sudden,402,11,Combined,14,0.006846143608346211,0.006249999997615902
continuous_sudden,402,11,Combined,15,0.008611453335541046,0.006249999997615902
continuous_sudden,402,11,Combined,16,0.007584026110257616,0.006249999997615902
continuous_sudden,402,11,Combined,17,0.00705420527185978,0.006249999997615902
continuous_sudden,402,11,Combined,18,0.011194830269475684,0.006249999997615902
continuous_sudden,402,11,Combined,19,0.013530136104050709,0.006249999997615902
continuous_sudden,402,11,Combined,20,0.008452011106434806,0.006249999997615902
continuous_sudden,402,11,Combined,21,0.0018027761126417146,0.0018027761126417146
continuous_sudden,402,11,Combined,22,0.016397805827422736,0.0018027761126417146
continuous_sudden,402,11,Combined,23,0.006683992495704496,0.0018027761126417146
continuous_sudden,402,11,Combined,24,0.005078124997615903,0.0018027761126417146
