regime,seed,snapshot_t,u,v,weight
sudden,302,2,0,4,0.0
sudden,302,2,1,2,0.36995648792505964
sudden,302,2,1,3,0.3233590718242209
sudden,302,2,1,4,0.0
sudden,302,2,2,3,0.3934636030560606
sudden,302,2,2,4,0.34622141406147966
sudden,302,2,3,4,0.25862236616789064
sudden,302,3,0,1,0.4467099939514354
sudden,302,3,0,2,0.6486885358193698
sudden,302,3,0,3,0.0
sudden,302,3,0,4,0.0
sudden,302,3,1,2,0.4303991680813204
sudden,302,3,1,3,0.43045798429456095
sudden,302,3,1,4,0.0
sudden,302,3,2,3,0.4082767682987517
sudden,302,3,2,4,0.3314249454751479
sudden,302,3,3,4,0.3235697895093681
sudden,302,4,0,1,0.3868252291996682
sudden,302,4,0,2,0.6432251304712265
sudden,302,4,0,3,0.0
sudden,302,4,0,4,0.0
sudden,302,4,1,2,0.3731827001043766
sudden,302,4,1,3,0.4133661926077155
sudden,302,4,1,4,0.0
sudden,302,4,2,3,0.44257000552005543
sudden,302,4,2,4,0.38544052378689697
sudden,302,4,3,4,0.3930598501910806
sudden,302,5,0,1,0.3283224027684192
sudden,302,5,0,2,0.6214040232865004
sudden,302,5,0,3,0.0
sudden,302,5,0,4,0.5882366931018301
sudden,302,5,1,2,0.31333459982466405
sudden,302,5,1,3,0.46400384544084294
sudden,302,5,1,4,0.5770468978938605
sudden,302,5,2,3,0.3687393059894293
sudden,302,5,2,4,0.7342246663201017
sudden,302,5,3,4,0.5305024884325006
sudden,302,6,0,1,0.29065172085213065
sudden,302,6,0,2,0.7063841744581572
sudden,302,6,0,3,0.0
sudden,302,6,0,4,0.6623983677321694
sudden,302,6,1,2,0.34344877406198693
sudden,302,6,1,3,0.42386383663071653
sudden,302,6,1,4,0.4930968527077574
sudden,302,6,2,3,0.39844965404474264
sudden,302,6,2,4,0.8494831180666571
sudden,302,6,3,4,0.4847875849886593
sudden,302,7,0,1,0.32827199466507045
sudden,302,7,0,2,0.7378567650193608
sudden,302,7,0,3,0.0
sudden,302,7,0,4,0.6542279019937546
sudden,302,7,1,2,0.2865285448360545
sudden,302,7,1,3,0.40116165144267
sudden,302,7,1,4,0.5034163515811022
sudden,302,7,2,3,0.29576100642821546
sudden,302,7,2,4,0.7663641241872649
sudden,302,7,3,4,0.4791269445494222
sudden,302,8,0,1,0.2769259574742862
sudden,302,8,0,2,0.7278071617472008
sudden,302,8,0,3,0.0
sudden,302,8,0,4,0.6097851355834286
sudden,302,8,1,2,0.29089939321960356
sudden,302,8,1,3,0.3077938428143558
sudden,302,8,1,4,0.4305572472673014
sudden,302,8,2,3,0.320008039117731
sudden,302,8,2,4,0.8177201007509032
sudden,302,8,3,4,0.47992644219226066
sudden,302,9,0,1,0.37179477754488965
sudden,302,9,0,2,0.7025032103236952
sudden,302,9,0,3,0.0
sudden,302,9,0,4,0.6032932862803292
sudden,302,9,1,2,0.3223551437345642
sudden,302,9,1,3,0.2670592016079303
sudden,302,9,1,4,0.42967077666757125
sudden,302,9,2,3,0.3660533874966918
sudden,302,9,2,4,0.8290203344824738
sudden,302,9,3,4,0.5193737123698764
sudden,303,0,0,1,0.3100485105087172
sudden,303,0,0,2,0.49989670488475696
sudden,303,0,0,3,0.0
sudden,303,0,0,4,0.0
sudden,303,0,1,2,0.5058817018547245
sudden,303,0,1,3,0.5073893126857697
sudden,303,0,1,4,0.0
sudden,303,0,2,3,0.5272290229992804
sudden,303,0,2,4,0.48074274278200635
sudden,303,0,3,4,0.3615618230516569
sudden,303,1,0,1,0.33788169155248193
sudden,303,1,0,2,0.5270549641614453
sudden,303,1,0,3,0.0
sudden,303,1,0,4,0.0
sudden,303,1,1,2,0.451585411878458
sudden,303,1,1,3,0.5161065382914181
sudden,303,1,1,4,0.0
sudden,303,1,2,3,0.44079069772920787
sudden,303,1,2,4,0.5231796452372723
sudden,303,1,3,4,0.31039104093721553
sudden,303,2,0,1,0.32024259546971245
sudden,303,2,0,2,0.38347073173748125
sudden,303,2,0,3,0.0
sudden,303,2,0,4,0.0
sudden,303,2,1,2,0.44438605423637534
sudden,303,2,1,3,0.6109523289899267
sudden,303,2,1,4,0.0
sudden,303,2,2,3,0.5532245082542021
sudden,303,2,2,4,0.5609753779098974
sudden,303,2,3,4,0.27476654023411173
sudden,303,3,0,1,0.2918066192052454
sudden,303,3,0,2,0.28771993993097433
sudden,303,3,0,3,0.0
sudden,303,3,0,4,0.0
sudden,303,3,1,2,0.3598951509292394
sudden,303,3,1,3,0.5467389337268245
sudden,303,3,1,4,0.0
sudden,303,3,2,3,0.572417617601403
sudden,303,3,2,4,0.6066008951265269
sudden,303,3,3,4,0.30170081207940586
sudden,303,4,0,1,0.0
sudden,303,4,0,2,0.0
sudden,303,4,0,3,0.0
sudden,303,4,0,4,0.0
sudden,303,4,1,2,0.358508033731164
sudden,303,4,1,3,0.5710199994156591
sudden,303,4,1,4,0.0
sudden,303,4,2,3,0.6423304492582185
sudden,303,4,2,4,0.6909800611377045
sudden,303,4,3,4,0.42681797709916264
sudden,303,5,0,1,0.28313202647830926
sudden,303,5,0,2,0.0
sudden,303,5,0,3,0.0
sudden,303,5,0,4,0.4569389512594485
sudden,303,5,1,2,0.276279042605266
sudden,303,5,1,3,0.5180344552480503
sudden,303,5,1,4,0.588362765282342
sudden,303,5,2,3,0.6293098187541463
sudden,303,5,2,4,0.6566449082786507
sudden,303,5,3,4,0.6688690792849092
sudden,303,6,0,1,0.0
sudden,303,6,0,2,0.0
sudden,303,6,0,3,0.0
sudden,303,6,0,4,0.41771509071807716
sudden,303,6,1,2,0.0
sudden,303,6,1,3,0.5560920798730583
sudden,303,6,1,4,0.5459563775620366
sudden,303,6,2,3,0.5878115033294825
sudden,303,6,2,4,0.6299559284511408
sudden,303,6,3,4,0.7199365447510213
sudden,303,7,0,1,0.25539662173082656
sudden,303,7,0,2,0.0
sudden,303,7,0,3,0.0
sudden,303,7,0,4,0.3871866329919821
sudden,303,7,1,2,0.2771722009855278
sudden,303,7,1,3,0.5801504283250957
sudden,303,7,1,4,0.6394114294231933
sudden,303,7,2,3,0.626364133794073
sudden,303,7,2,4,0.6254742606925692
sudden,303,7,3,4,0.7674910099164478
sudden,303,8,0,1,0.33295500664515953
sudden,303,8,0,2,0.0
sudden,303,8,0,3,0.0
sudden,303,8,0,4,0.5140276460357883
sudden,303,8,1,2,0.0
sudden,303,8,1,3,0.5644324601894887
sudden,303,8,1,4,0.6387709927847653
sudden,303,8,2,3,0.6379738231891239
sudden,303,8,2,4,0.5455028310282165
sudden,303,8,3,4,0.6972891954574496
sudden,303,9,0,1,0.2896854739148622
sudden,303,9,0,2,0.0
sudden,303,9,0,3,0.0
sudden,303,9,0,4,0.4703853476987644
sudden,303,9,1,2,0.0
sudden,303,9,1,3,0.5295027554062555
sudden,303,9,1,4,0.5573414740905998
sudden,303,9,2,3,0.6473085847144823
sudden,303,9,2,4,0.6265135346181567
sudden,303,9,3,4,0.7637335341727617
sudden,304,0,0,1,0.3100485105087172
sudden,304,0,0,2,0.49989670488475696
sudden,304,0,0,3,0.0
sudden,304,0,0,4,0.0
sudden,304,0,1,2,0.5058817018547245
sudden,304,0,1,3,0.5073893126857697
sudden,304,0,1,4,0.0
sudden,304,0,2,3,0.5272290229992804
sudden,304,0,2,4,0.48074274278200635
sudden,304,0,3,4,0.3615618230516569
sudden,304,1,0,1,0.3090666475441529
sudden,304,1,0,2,0.47238235921147537
sudden,304,1,0,3,0.0
sudden,304,1,0,4,0.0
sudden,304,1,1,2,0.5340419141967623
sudden,304,1,1,3,0.49045435448032126
sudden,304,1,1,4,0.0
sudden,304,1,2,3,0.523894787520834
sudden,304,1,2,4,0.40848415066467714
sudden,304,1,3,4,0.334766312732888
sudden,304,2,0,1,0.3104091971649723
sudden,304,2,0,2,0.5009597491341513
sudden,304,2,0,3,0.0
sudden,304,2,0,4,0.0
sudden,304,2,1,2,0.6037729296640466
sudden,304,2,1,3,0.4669417251650989
sudden,304,2,1,4,0.0
sudden,304,2,2,3,0.4603669504564485
sudden,304,2,2,4,0.4787577630022234
sudden,304,2,3,4,0.41463880533559994
sudden,304,3,0,1,0.0
sudden,304,3,0,2,0.5048733883899945
sudden,304,3,0,3,0.0
sudden,304,3,0,4,0.0
sudden,304,3,1,2,0.5377937746517332
sudden,304,3,1,3,0.4723193277057345
sudden,304,3,1,4,0.0
sudden,304,3,2,3,0.38890720534889545
sudden,304,3,2,4,0.5155906463612354
sudden,304,3,3,4,0.3521290946401182
sudden,304,4,0,1,0.0
sudden,304,4,0,2,0.540082187971934
sudden,304,4,0,3,0.0
sudden,304,4,0,4,0.2500676491610513
sudden,304,4,1,2,0.5880394737456902
sudden,304,4,1,3,0.5301664407400405
sudden,304,4,1,4,0.0
sudden,304,4,2,3,0.4241786612813965
sudden,304,4,2,4,0.42809535857930975
sudden,304,4,3,4,0.0
sudden,304,5,0,1,0.0
sudden,304,5,0,2,0.4900522387676488
sudden,304,5,0,3,0.0
sudden,304,5,0,4,0.5213890343125102
sudden,304,5,1,2,0.4983041876638066
sudden,304,5,1,3,0.49446061467253216
sudden,304,5,1,4,0.6062220284046633
sudden,304,5,2,3,0.4999146348706881
sudden,304,5,2,4,0.8604408524565946
sudden,304,5,3,4,0.4701387772132145
sudden,304,6,0,1,0.0
sudden,304,6,0,2,0.428709921743892
sudden,304,6,0,3,0.0
sudden,304,6,0,4,0.4452850874824671
sudden,304,6,1,2,0.5664915823818155
sudden,304,6,1,3,0.5422894149130563
sudden,304,6,1,4,0.6939607150502478
sudden,304,6,2,3,0.5271812290832437
sudden,304,6,2,4,0.8312101424569605
sudden,304,6,3,4,0.4884474471015334
sudden,304,7,0,1,0.0
sudden,304,7,0,2,0.4096026899301269
sudden,304,7,0,3,0.0
sudden,304,7,0,4,0.47482830282462835
sudden,304,7,1,2,0.534822000344821
sudden,304,7,1,3,0.6154442176482685
sudden,304,7,1,4,0.685991521265615
sudden,304,7,2,3,0.676782762942775
sudden,304,7,2,4,0.8041748623500323
sudden,304,7,3,4,0.6342559764333606
sudden,304,8,0,1,0.30907012899079833
sudden,304,8,0,2,0.36974625851689336
sudden,304,8,0,3,0.0
sudden,304,8,0,4,0.5351242474519194
sudden,304,8,1,2,0.5399436404556054
sudden,304,8,1,3,0.6363683304094141
sudden,304,8,1,4,0.7384810680028071
sudden,304,8,2,3,0.5930172873973516
sudden,304,8,2,4,0.6971674949974654
sudden,304,8,3,4,0.5293659441601747
sudden,304,9,0,1,0.2670534738765379
sudden,304,9,0,2,0.3692610243181548
sudden,304,9,0,3,0.0
sudden,304,9,0,4,0.48079427725585877
sudden,304,9,1,2,0.6016501685026129
sudden,304,9,1,3,0.7143970781570784
sudden,304,9,1,4,0.7817106551105252
sudden,304,9,2,3,0.45976942088207695
sudden,304,9,2,4,0.6945120421515625
sudden,304,9,3,4,0.5102059639801952
