regime,seed,method,pretty_method,cumulative_cost,cumulative_interference,cumulative_switches,mean_feasible_fraction,mean_success_probability,mean_expected_cost,mean_cx_count,mean_circuit_depth,total_wall_seconds
continuous_sudden,405,Param,Parameter Transfer,0.6971362379806774,0.2171362379806773,1.6,1.0,0.089111328125,0.4313397471205975,87.5,103.58333333333333,47.47801883891225
continuous_sudden,405,State,State Warm Start,0.34481308085541545,0.10481308085541544,0.8,1.0,0.5254313151041666,0.18564536107564333,87.5,103.83333333333333,47.30909084202722
continuous_sudden,405,Combined,Combined,0.7212282602041027,0.42122826020410276,1.0,1.0,0.6658121744791666,0.13762822727485757,87.5,103.66666666666667,47.20052216062322
continuous_sudden,406,Param,Parameter Transfer,0.9511431922301589,0.29114319223015883,2.1999999999999997,1.0,0.0111083984375,0.4334061768607196,88.5,102.66666666666667,47.82324559474364
continuous_sudden,406,State,State Warm Start,0.5595012547261624,0.13950125472616237,1.4,1.0,0.5009358723958334,0.12398242905552957,88.5,102.33333333333333,47.886491529177874
continuous_sudden,406,Combined,Combined,0.40860446683973944,0.16860446683973943,0.8,1.0,0.6179606119791666,0.12599382604180362,88.5,102.5,47.485778311267495
