regime,seed,snapshot_t,user,x,y
gradual,203,3,2,0.40179209265815785,0.7426698630513205
gradual,203,3,3,0.7946574168679538,0.23228033918093843
gradual,203,3,4,0.8339209296570378,0.8383765654730106
gradual,203,4,0,0.15270007518499418,0.7242923378706198
gradual,203,4,1,0.21529401552174385,0.3123662050856868
gradual,203,4,2,0.4245538736945488,0.7479681511427287
gradual,203,4,3,0.823259998182947,0.2666252798166005
gradual,203,4,4,0.8947928884840828,0.827173675114396
gradual,203,5,0,0.16335793720899974,0.6676051380295002
gradual,203,5,1,0.24787870408621532,0.3193690944121883
gradual,203,5,2,0.4390026604300627,0.7373655654648398
gradual,203,5,3,0.8214266973670139,0.29897655815272406
gradual,203,5,4,0.8900518013653345,0.8307933077370973
gradual,203,6,0,0.15454150829361407,0.6643420881095005
gradual,203,6,1,0.2724435660821554,0.3002902903808672
gradual,203,6,2,0.42347925962439176,0.7148379776518068
gradual,203,6,3,0.8103157233670549,0.2977632498518977
gradual,203,6,4,0.8707667035002246,0.8215363727779302
gradual,203,7,0,0.179074332790794,0.6436339002337863
gradual,203,7,1,0.2548417827857244,0.3281974905992765
gradual,203,7,2,0.4182265097397399,0.7258060181908172
gradual,203,7,3,0.7694037580708191,0.2852169539946037
gradual,203,7,4,0.9403766091427453,0.8411218676313287
gradual,203,8,0,0.18066344578973229,0.6526224271321941
gradual,203,8,1,0.22351309641520312,0.3014687536544416
gradual,203,8,2,0.41544874326841075,0.7476531510581563
gradual,203,8,3,0.7033666666135489,0.353341946758779
gradual,203,8,4,0.9160295279460525,0.8292277561911158
gradual,203,9,0,0.10824306718298334,0.614714109441953
gradual,203,9,1,0.22381873637503752,0.3136500873583774
gradual,203,9,2,0.3740453485898671,0.7007774148999046
gradual,203,9,3,0.6680040526546442,0.3979622203512325
gradual,203,9,4,0.8970414082231013,0.856534947751605
gradual,204,0,0,0.14,0.78
gradual,204,0,1,0.3,0.3
gradual,204,0,2,0.47,0.62
gradual,204,0,3,0.66,0.33
gradual,204,0,4,0.82,0.77
gradual,204,1,0,0.16819704585579603,0.7849937685606757
gradual,204,1,1,0.36734994851440117,0.332881182362687
gradual,204,1,2,0.47170747624221926,0.5948251140277022
gradual,204,1,3,0.6353347459737593,0.3399779698260112
gradual,204,1,4,0.762157921423001,0.77336289236254
gradual,204,2,0,0.12888487501076717,0.7589599916479441
gradual,204,2,1,0.35522330128656604,0.3660500818043597
gradual,204,2,2,0.48540290374890094,0.6469574741210264
gradual,204,2,3,0.6632254853096173,0.3170608933364817
gradual,204,2,4,0.7712499193799499,0.7506748856270319
gradual,204,3,0,0.19775500423270218,0.7318134230162333
gradual,204,3,1,0.3704122332463161,0.3338828111972929
gradual,204,3,2,0.4952203493602145,0.6860645660788303
gradual,204,3,3,0.6869815632166455,0.3435119527276369
gradual,204,3,4,0.8053776122372304,0.7292922195371868
gradual,204,4,0,0.17262522980951445,0.712152757037581
gradual,204,4,1,0.3682139518577933,0.30868126212275165
gradual,204,4,2,0.43584022291169894,0.6891306800987644
gradual,204,4,3,0.6600285086486948,0.3616689083815591
gradual,204,4,4,0.7910228223992164,0.6865657983764092
gradual,204,5,0,0.19741258886648536,0.7472083761932359
gradual,204,5,1,0.3704378148924708,0.2961707000784583
gradual,204,5,2,0.3952462265358338,0.7377477526499271
gradual,204,5,3,0.6237512837891743,0.38318948319973606
gradual,204,5,4,0.8529763621625677,0.6871684377500763
gradual,204,6,0,0.14088621429763654,0.773606891158712
gradual,204,6,1,0.3922511971640823,0.3532667355846251
gradual,204,6,2,0.3665340816876141,0.7661378157997326
gradual,204,6,3,0.5744668719327172,0.3959654703453284
gradual,204,6,4,0.9068412043090106,0.7301195249916992
gradual,204,7,0,0.1445933608698348,0.7662287630232264
gradual,204,7,1,0.40318973869954094,0.3460865347823426
gradual,204,7,2,0.3697117855485809,0.776378257341999
gradual,204,7,3,0.5450679962218191,0.3906943707602153
gradual,204,7,4,0.9306987514961602,0.7007447145460061
gradual,204,8,0,0.1778476905380476,0.8107314296565487
gradual,204,8,1,0.3940608399765183,0.3671510888289765
gradual,204,8,2,0.37776428306758086,0.728058940156611
gradual,204,8,3,0.5837708891978209,0.4223216452040889
gradual,204,8,4,0.9068772442256193,0.7012120209247008
gradual,204,9,0,0.1636481429266605,0.851642222642274
gradual,204,9,1,0.3889076112328205,0.399680469447997
gradual,204,9,2,0.39274662142706457,0.6779353848055456
gradual,204,9,3,0.6138521603406484,0.41483393990482215
gradual,204,9,4,0.9302541755885154,0.7608372954029573
sudden,301,0,0,0.14,0.78
sudden,301,0,1,0.3,0.3
sudden,301,0,2,0.47,0.62
sudden,301,0,3,0.66,0.33
sudden,301,0,4,0.82,0.77
sudden,301,1,0,0.1520164608588357,0.731566817447724
sudden,301,1,1,0.24489207241728037,0.2691730195766222
sudden,301,1,2,0.4677584001259229,0.5669377925600083
sudden,301,1,3,0.6756147597809924,0.3156490186719618
sudden,301,1,4,0.8179765229586283,0.7466951470296033
sudden,301,2,0,0.14162497143026428,0.7222142523235316
sudden,301,2,1,0.13937433873229382,0.2933083720607538
sudden,301,2,2,0.4695511800420061,0.5481996317557083
sudden,301,2,3,0.7254813595074073,0.32581968160653174
sudden,301,2,4,0.8462364043053914,0.724434117236572
sudden,301,3,0,0.16262237749027506,0.7234630189399971
sudden,301,3,1,0.12398811754934064,0.30668879073805744
sudden,301,3,2,0.4675271976986411,0.48630415523279247
sudden,301,3,3,0.7230284652729865,0.3282247859583882
sudden,301,3,4,0.8808681602052973,0.7575469881411607
sudden,301,4,0,0.12018017313202366,0.7362927740194619
sudden,301,4,1,0.05476249261401776,0.2882178729097491
sudden,301,4,2,0.4910091364070923,0.4880450694883868
sudden,301,4,3,0.6699701964579527,0.3578908135027297
sudden,301,4,4,0.8769904624557351,0.7517938541696515
sudden,301,5,0,0.13351828082820358,0.764641378831374
sudden,301,5,1,0.049327026369778634,0.3045628605554009
sudden,301,5,2,0.4681256621668216,0.4862659895409593
sudden,301,5,3,0.673027889385057,0.3664754023462978
sudden,301,5,4,0.3662545218042159,0.5074227900063195
sudden,301,6,0,0.16655965550135912,0.7788233683661584
sudden,301,6,1,0.02,0.2734911202278631
sudden,301,6,2,0.48447930172512166,0.48398801701288263
sudden,301,6,3,0.7092631095363039,0.40686828054113494
sudden,301,6,4,0.36351386982140454,0.4667392591334209
sudden,301,7,0,0.17984403590772202,0.7927801111560318
sudden,301,7,1,0.03776689567802792,0.24537605856530412
sudden,301,7,2,0.47454086000467904,0.517070620356805
sudden,301,7,3,0.7381609326855516,0.4553044018161312
sudden,301,7,4,0.3074907478814557,0.4346146169864504
sudden,301,8,0,0.1717806797369106,0.7309344188262561
sudden,301,8,1,0.02162219330092623,0.24300196899653506
sudden,301,8,2,0.4530130099490208,0.49371721653063066
sudden,301,8,3,0.7378239193217748,0.4802745860241568
sudden,301,8,4,0.3220173606699013,0.41457526007299006
sudden,301,9,0,0.19144638380887605,0.7091150747018874
sudden,301,9,1,0.02,0.22225811278809418
sudden,301,9,2,0.46344699501650444,0.4989127946024142
sudden,301,9,3,0.6824572349581969,0.4480430948029891
sudden,301,9,4,0.2967665535361405,0.37643832615704925
sudden,302,0,0,0.14,0.78
sudden,302,0,1,0.3,0.3
sudden,302,0,2,0.47,0.62
sudden,302,0,3,0.66,0.33
sudden,302,0,4,0.82,0.77
sudden,302,1,0,0.13921467286443293,0.7603515055003279
sudden,302,1,1,0.22820754172553845,0.2940771583280768
sudden,302,1,2,0.4568664467927866,0.6720403993931876
sudden,302,1,3,0.7022785548551845,0.348110092669687
sudden,302,1,4,0.8912823778522665,0.8161877925560205
sudden,302,2,0,0.15341481576786128,0.6977152767179443
sudden,302,2,1,0.19978475023033138,0.29663076372106595
sudden,302,2,2,0.4203629640931479,0.7026095025353594
sudden,302,2,3,0.6929832135718209,0.351156332567278
sudden,302,2,4,0.8715834223590706,0.8646605401851584
sudden,302,3,0,0.12921006280103808,0.7134550181620863
sudden,302,3,1,0.24726797779622509,0.32526415167698397
sudden,302,3,2,0.38677911521219666,0.7189848795778069
sudden,302,3,3,0.6609697574804391,0.3826590589418565
sudden,302,3,4,0.8629686348896063,0.8357163250431525
sudden,302,4,0,0.1280329141973154,0.7340196372867016
sudden,302,4,1,0.24434797112530757,0.2996623294820975
sudden,302,4,2,0.3896620644935413,0.7357548244196284
sudden,302,4,3,0.6557506318687863,0.4254330647464507
sudden,302,4,4,0.8291997781069484,0.8353354996151549
sudden,302,5,0,0.12145542751954057,0.7244661713178063
sudden,302,5,1,0.27038016891718686,0.2549554758330637
sudden,302,5,2,0.39854284899555,0.7419273329275277
sudden,302,5,3,0.6508173789909381,0.3537821764538819
sudden,302,5,4,0.3675607324883805,0.5495036766101005
sudden,302,6,0,0.14408559489340017,0.7205555924039148
sudden,302,6,1,0.24729381823711732,0.21070817815164694
sudden,302,6,2,0.3555225726227026,0.6798571559065137
sudden,302,6,3,0.6467024261815498,0.34847206965111854
sudden,302,6,4,0.3409595743846462,0.5704430204211758
sudden,302,7,0,0.14225509291767055,0.6979956173605456
sudden,302,7,1,0.20176230598714506,0.20900258991805465
sudden,302,7,2,0.333712764205244,0.7153031849842765
sudden,302,7,3,0.6325813005677443,0.29412642445662346
sudden,302,7,4,0.3439119812532917,0.5442740515064145
sudden,302,8,0,0.10877672202931324,0.7236999543246625
sudden,302,8,1,0.15573192430452248,0.19552874215003696
sudden,302,8,2,0.3060612822676904,0.6933323985141429
sudden,302,8,3,0.6457004679297601,0.3282190073464888
sudden,302,8,4,0.3477816269038117,0.5663379235358754
sudden,302,9,0,0.0884045558494922,0.6856088757610193
sudden,302,9,1,0.11346555685191333,0.22560720482021304
sudden,302,9,2,0.30655865604423915,0.6834980024902421
sudden,302,9,3,0.6352221826096734,0.3547018844624114
sudden,302,9,4,0.3542929437848554,0.5675546625424649
sudden,303,0,0,0.14,0.78
sudden,303,0,1,0.3,0.3
sudden,303,0,2,0.47,0.62
sudden,303,0,3,0.66,0.33
sudden,303,0,4,0.82,0.77
sudden,303,1,0,0.11695747107629571,0.7666093406448482
sudden,303,1,1,0.27376631792866896,0.3070735800794888
sudden,303,1,2,0.4496851968660013,0.6687278601975118
sudden,303,1,3,0.6285449395284953,0.2997015823280206
sudden,303,1,4,0.7804806821855863,0.7820514634540076
sudden,303,2,0,0.08202338079510815,0.7986187103901049
sudden,303,2,1,0.2501621984078196,0.32934226183306664
sudden,303,2,2,0.507372055294097,0.6453466556568908
sudden,303,2,3,0.5352727148307017,0.31890143403185844
sudden,303,2,4,0.7996363625105195,0.7803809918435359
sudden,303,3,0,0.08223145782815573,0.8340109461600507
sudden,303,3,1,0.201103218688953,0.32845637663598576
sudden,303,3,2,0.5623267194629762,0.6282288563913117
sudden,303,3,3,0.5332618733870541,0.316018402051166
sudden,303,3,4,0.8313561125306458,0.732397999109927
sudden,303,4,0,0.07058729421503729,0.8600213105161831
sudden,303,4,1,0.23950256971110462,0.2939623110837731
sudden,303,4,2,0.5759162971865176,0.6227902023694021
sudden,303,4,3,0.5466109145060605,0.3621414631418409
sudden,303,4,4,0.786061416064233,0.7076030306449048
sudden,303,5,0,0.06236809735839362,0.7981246499985744
sudden,303,5,1,0.18767633785957136,0.28757428134026786
sudden,303,5,2,0.5949680207654908,0.6278483477297581
sudden,303,5,3,0.5329362892498919,0.3631810855029982
sudden,303,5,4,0.36103905741664066,0.534696189663318
sudden,303,6,0,0.02,0.7523052775456638
sudden,303,6,1,0.2139710629874617,0.2361025074302338
sudden,303,6,2,0.6225403962883737,0.6477669955330888
sudden,303,6,3,0.5123321620903657,0.36630253302669485
sudden,303,6,4,0.38095695660944395,0.5241678085903272
sudden,303,7,0,0.02,0.7722124735563249
sudden,303,7,1,0.23141475515539017,0.268758217019676
sudden,303,7,2,0.5915369998849351,0.6577185192606655
sudden,303,7,3,0.5120004213270212,0.39551681680486067
sudden,303,7,4,0.37194157424702406,0.49275887312985306
sudden,303,8,0,0.029568170229523363,0.7213918757566125
sudden,303,8,1,0.2012158539883814,0.26332990444763404
sudden,303,8,2,0.6263825596820748,0.6145107946647419
sudden,303,8,3,0.49763674309119293,0.38233142831114636
sudden,303,8,4,0.31194663893768426,0.5039777325063807
sudden,303,9,0,0.02,0.7121104715553971
sudden,303,9,1,0.2064818189262752,0.22573762251277982
sudden,303,9,2,0.5896399646739647,0.6550333170861121
sudden,303,9,3,0.4955508808967689,0.4141140651918445
sudden,303,9,4,0.35445242224796136,0.5146673922349423
sudden,304,0,0,0.14,0.78
sudden,304,0,1,0.3,0.3
sudden,304,0,2,0.47,0.62
sudden,304,0,3,0.66,0.33
sudden,304,0,4,0.82,0.77
sudden,304,1,0,0.10743460162568237,0.7702921405981427
sudden,304,1,1,0.297907740784674,0.30077204122906775
sudden,304,1,2,0.4565242698393156,0.6034293738654162
sudden,304,1,3,0.6706085909022377,0.32762271648697183
sudden,304,1,4,0.852637814382956,0.7802277456948097
sudden,304,2,0,0.10229430993017866,0.7735507838384215
sudden,304,2,1,0.3292940578557062,0.32166194171851004
sudden,304,2,2,0.42273978187791256,0.596792452908711
sudden,304,2,3,0.7199578165976226,0.3355179087498049
sudden,304,2,4,0.7673630754319432,0.7621571887944736
sudden,304,3,0,0.12152570707903157,0.822609026670148
sudden,304,3,1,0.35772788200910455,0.27634061767749885
sudden,304,3,2,0.41603457885503325,0.6102392051623827
sudden,304,3,3,0.7436682994534396,0.30449279245949257
sudden,304,3,4,0.7284303945519782,0.7793536999009592
sudden,304,4,0,0.1836278216491546,0.8019872677152136
sudden,304,4,1,0.36389027823234116,0.2640267929788917
sudden,304,4,2,0.4195490714532742,0.56095971255701
sudden,304,4,3,0.7082519662093446,0.2528010983853428
sudden,304,4,4,0.7322303966217278,0.840466442229556
sudden,304,5,0,0.1873109242703614,0.7987971717580614
sudden,304,5,1,0.3452364792328564,0.23915089968084544
sudden,304,5,2,0.4889946075124624,0.577812326061195
sudden,304,5,3,0.7128238521437658,0.2873113362510693
sudden,304,5,4,0.4031773351671111,0.522048877943317
sudden,304,6,0,0.20128931178459997,0.8422548883324787
sudden,304,6,1,0.36161977219481417,0.2618709760658907
sudden,304,6,2,0.4997145742959769,0.5482172007891842
sudden,304,6,3,0.6972712910590831,0.2632687007266097
sudden,304,6,4,0.3939187687629362,0.48396344580160966
sudden,304,7,0,0.21142182809398943,0.8097419872976952
sudden,304,7,1,0.3592617761595785,0.2677015182728247
sudden,304,7,2,0.5553970050662222,0.5468090469808486
sudden,304,7,3,0.635637737456363,0.3237782483425759
sudden,304,7,4,0.42409153134849104,0.48866012103461687
sudden,304,8,0,0.17831610447084262,0.7985829775468918
sudden,304,8,1,0.38669872610133005,0.3367353443722507
sudden,304,8,2,0.5962182940666969,0.6011653243731538
sudden,304,8,3,0.6518019046749802,0.3079329149669354
sudden,304,8,4,0.3863605170065392,0.5285155962838138
sudden,304,9,0,0.12469294794100277,0.8052541789652122
sudden,304,9,1,0.4506250635182749,0.3778571923545156
sudden,304,9,2,0.559953419001346,0.6487506776409427
sudden,304,9,3,0.6220121106448645,0.25747242915903423
sudden,304,9,4,0.3767233789142911,0.5198564182838831
