regime,seed,method,pretty_method,cumulative_cost,cumulative_interference,cumulative_switches,mean_feasible_fraction,mean_success_probability,mean_expected_cost,mean_cx_count,mean_circuit_depth,total_wall_seconds
gradual,205,Cold,Cold,0.8278189001856786,0.2878189001856786,1.8,1.0,0.0031331380208333335,0.43125428741811067,101.5,112.25,58.638204120099545
gradual,206,Cold,Cold,0.8987143061065834,0.11871430610658354,2.5999999999999996,1.0,0.010579427083333334,0.46848003945804056,102.5,110.5,59.33445082651451
