regime,seed,method,snapshot_t,delta,step_cost,step_interference,step_switches,cumulative_cost,cumulative_interference,cumulative_switches,gain_vs_cold
gradual,204,Cold,7,0.09710792321470613,0.19788019602500675,0.07788019602500673,0.3999999999999999,1.2359030539333626,0.2759030539333627,3.2,0.0
gradual,204,Param,7,0.09710792321470613,0.13788019602500676,0.07788019602500673,0.2,0.8247379318966943,0.7047379318966943,0.4,0.06
gradual,204,State,7,0.09710792321470613,0.13788019602500676,0.07788019602500673,0.2,0.8247379318966943,0.7047379318966943,0.4,0.06
gradual,204,Combined,7,0.09710792321470613,0.07788019602500676,0.07788019602500676,0.0,0.07788019602500676,0.07788019602500676,0.0,0.12
gradual,204,Cold,8,0.1302764153841986,0.18,0.0,0.6000000000000001,1.4159030539333626,0.2759030539333627,3.8000000000000003,0.0
gradual,204,Param,8,0.1302764153841986,0.14015262831277736,0.08015262831277736,0.20000000000000007,0.9648905602094717,0.7848905602094717,0.6000000000000001,0.03984737168722263
gradual,204,State,8,0.1302764153841986,0.14015262831277736,0.08015262831277736,0.20000000000000007,0.9648905602094717,0.7848905602094717,0.6000000000000001,0.03984737168722263
gradual,204,Combined,8,0.1302764153841986,0.0,0.0,0.0,0.07788019602500676,0.07788019602500676,0.0,0.18
gradual,204,Cold,9,0.05471321570805206,0.16661239792885435,0.10661239792885435,0.19999999999999973,1.5825154518622169,0.382515451862217,4.0,0.0
gradual,204,Param,9,0.05471321570805206,0.07637738014575217,0.07637738014575213,0.0,1.0412679403552239,0.8612679403552238,0.6000000000000001,0.09023501778310218
gradual,204,State,9,0.05471321570805206,0.07637738014575217,0.07637738014575213,0.0,1.0412679403552239,0.8612679403552238,0.6000000000000001,0.09023501778310218
gradual,204,Combined,9,0.05471321570805206,0.0,0.0,0.0,0.07788019602500676,0.07788019602500676,0.0,0.16661239792885435
sudden,301,Cold,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudden,301,Param,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudden,301,State,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudden,301,Combined,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudden,301,Cold,1,0.03732596919414329,0.18,0.0,0.6,0.18,0.0,0.6,0.0
sudden,301,Param,1,0.03732596919414329,0.1724764128673896,0.1124764128673896,0.2,0.1724764128673896,0.1124764128673896,0.2,0.007523587132610393
sudden,301,State,1,0.03732596919414329,0.1724764128673896,0.1124764128673896,0.2,0.1724764128673896,0.1124764128673896,0.2,0.007523587132610393
sudden,301,Combined,1,0.03732596919414329,0.0,0.0,0.0,0.0,0.0,0.0,0.18
sudden,301,Cold,2,0.10967078902544605,0.18,0.0,0.6,0.36,0.0,1.2,0.0
sudden,301,Param,2,0.10967078902544605,0.06,0.0,0.2,0.2324764128673896,0.1124764128673896,0.4,0.12
sudden,301,State,2,0.10967078902544605,0.06,0.0,0.2,0.2324764128673896,0.1124764128673896,0.4,0.12
sudden,301,Combined,2,0.10967078902544605,0.0,0.0,0.0,0.0,0.0,0.0,0.18
sudden,301,Cold,3,0.053668669959771244,0.18,0.0,0.5999999999999999,0.54,0.0,1.7999999999999998,0.0
sudden,301,Param,3,0.053668669959771244,0.12,0.0,0.4,0.3524764128673896,0.1124764128673896,0.8,0.06
sudden,301,State,3,0.053668669959771244,0.12,0.0,0.4,0.3524764128673896,0.1124764128673896,0.8,0.06
sudden,301,Combined,3,0.053668669959771244,0.0,0.0,0.0,0.0,0.0,0.0,0.18
sudden,301,Cold,4,0.07934997440770289,0.18,0.0,0.6000000000000001,0.72,0.0,2.4,0.0
sudden,301,Param,4,0.07934997440770289,0.12,0.0,0.40000000000000013,0.4724764128673896,0.1124764128673896,1.2000000000000002,0.06
sudden,301,State,4,0.07934997440770289,0.12,0.0,0.40000000000000013,0.4724764128673896,0.1124764128673896,1.2000000000000002,0.06
sudden,301,Combined,4,0.07934997440770289,0.0,0.0,0.0,0.0,0.0,0.0,0.18
sudden,301,Cold,5,0.25631107727203306,0.2091517498862993,0.0891517498862993,0.3999999999999999,0.9291517498862993,0.0891517498862993,2.8,0.0
sudden,301,Param,5,0.25631107727203306,0.21599664608006935,0.09599664608006939,0.3999999999999999,0.688473058947459,0.208473058947459,1.6,-0.006844896193770045
sudden,301,State,5,0.25631107727203306,0.14554443429180042,0.08554443429180045,0.19999999999999996,0.61802084715919,0.19802084715919005,1.4000000000000001,0.06360731559449889
sudden,301,Combined,5,0.25631107727203306,0.11498955245711673,0.11498955245711673,0.0,0.11498955245711673,0.11498955245711673,0.0,0.09416219742918258
sudden,301,Cold,6,0.03073599119977655,0.2225440340256365,0.10254403402563651,0.3999999999999999,1.151695783911936,0.1916957839119358,3.1999999999999997,0.0
sudden,301,Param,6,0.03073599119977655,0.13087668287563262,0.07087668287563259,0.19999999999999996,0.8193497418230916,0.2793497418230916,1.8,0.09166735115000388
sudden,301,State,6,0.03073599119977655,0.13642063275687294,0.07642063275687294,0.19999999999999996,0.754441479916063,0.274441479916063,1.6,0.08612340126876356
sudden,301,Combined,6,0.03073599119977655,0.11604022082925325,0.11604022082925325,0.0,0.23102977328636998,0.23102977328636998,0.0,0.10650381319638325
sudden,301,Cold,7,0.08933747705575722,0.18,0.0,0.6000000000000001,1.3316957839119359,0.1916957839119358,3.8,0.0
sudden,301,Param,7,0.08933747705575722,0.12,0.0,0.40000000000000013,0.9393497418230916,0.2793497418230916,2.2,0.06
sudden,301,State,7,0.08933747705575722,0.08365036376073061,0.0836503637607306,0.0,0.8380918436767937,0.3580918436767936,1.6,0.09634963623926938
sudden,301,Combined,7,0.08933747705575722,0.06,0.0,0.2,0.29102977328637,0.23102977328636998,0.2,0.12
sudden,301,Cold,8,0.06812106286761242,0.19057803819040572,0.13057803819040575,0.20000000000000018,1.5222738221023415,0.32227382210234157,4.0,0.0
sudden,301,Param,8,0.06812106286761242,0.13988410886998964,0.07988410886998965,0.20000000000000018,1.0792338506930812,0.3592338506930812,2.4000000000000004,0.05069392932041608
sudden,301,State,8,0.06812106286761242,0.1359440664322643,0.07594406643226431,0.19999999999999996,0.974035910109058,0.4340359101090579,1.8,0.054633971758141414
sudden,301,Combined,8,0.06812106286761242,0.07594406643226431,0.07594406643226431,0.0,0.3669738397186343,0.3069738397186343,0.2,0.11463397175814141
sudden,301,Cold,9,0.03823694700722908,0.19035383047256366,0.07035383047256366,0.40000000000000036,1.7126276525749051,0.39262765257490523,4.4,0.0
sudden,301,Param,9,0.03823694700722908,0.13252686014177384,0.07252686014177384,0.20000000000000018,1.211760710834855,0.43176071083485507,2.6000000000000005,0.05782697033078982
sudden,301,State,9,0.03823694700722908,0.13035383047256366,0.07035383047256366,0.19999999999999996,1.1043897405816216,0.5043897405816216,2.0,0.06
sudden,301,Combined,9,0.03823694700722908,0.07252686014177386,0.07252686014177384,0.0,0.43950069986040813,0.37950069986040813,0.2,0.1178269703307898
sudden,302,Cold,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudden,302,Param,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudden,302,State,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudden,302,Combined,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudden,302,Cold,1,0.09967533302086426,0.18,0.0,0.6,0.18,0.0,0.6,0.0
sudden,302,Param,1,0.09967533302086426,0.17196458680272025,0.11196458680272027,0.2,0.17196458680272025,0.11196458680272027,0.2,0.00803541319727974
sudden,302,State,1,0.09967533302086426,0.17196458680272025,0.11196458680272027,0.2,0.17196458680272025,0.11196458680272027,0.2,0.00803541319727974
sudden,302,Combined,1,0.09967533302086426,0.0,0.0,0.0,0.0,0.0,0.0,0.18
sudden,302,Cold,2,0.06670512754960306,0.18,0.0,0.6,0.36,0.0,1.2,0.0
sudden,302,Param,2,0.06670512754960306,0.09313129804635052,0.09313129804635052,0.0,0.26509588484907076,0.2050958848490708,0.2,0.08686870195364947
sudden,302,State,2,0.06670512754960306,0.09313129804635052,0.09313129804635052,0.0,0.26509588484907076,0.2050958848490708,0.2,0.08686870195364947
sudden,302,Combined,2,0.06670512754960306,0.0,0.0,0.0,0.0,0.0,0.0,0.18
sudden,302,Cold,3,0.047887947816056736,0.18,0.0,0.5999999999999999,0.54,0.0,1.7999999999999998,0.0
sudden,302,Param,3,0.047887947816056736,0.10715909131850902,0.10715909131850901,0.0,0.3722549761675798,0.3122549761675798,0.2,0.07284090868149097
sudden,302,State,3,0.047887947816056736,0.10715909131850902,0.10715909131850901,0.0,0.3722549761675798,0.3122549761675798,0.2,0.07284090868149097
sudden,302,Combined,3,0.047887947816056736,0.0,0.0,0.0,0.0,0.0,0.0,0.18
sudden,302,Cold,4,0.049107749822369026,0.1828516412926835,0.1228516412926835,0.19999999999999996,0.7228516412926835,0.1228516412926835,1.9999999999999998,0.0
sudden,302,Param,4,0.049107749822369026,0.12939519358406676,0.12939519358406676,0.0,0.5016501697516466,0.44165016975164656,0.2,0.05345644770861674
sudden,302,State,4,0.049107749822369026,0.12939519358406676,0.12939519358406676,0.0,0.5016501697516466,0.44165016975164656,0.2,0.05345644770861674
sudden,302,Combined,4,0.049107749822369026,0.0,0.0,0.0,0.0,0.0,0.0,0.1828516412926835
sudden,302,Cold,5,0.2533423244085445,0.23506819467969078,0.17506819467969076,0.19999999999999996,0.9579198359723743,0.29791983597237426,2.1999999999999997,0.0
sudden,302,Param,5,0.2533423244085445,0.24719066075534396,0.24719066075534396,0.0,0.7488408305069905,0.6888408305069905,0.2,-0.012122466075653177
sudden,302,State,5,0.2533423244085445,0.18923274704828347,0.06923274704828347,0.4000000000000001,0.69088291679993,0.51088291679993,0.6000000000000001,0.04583544763140732
sudden,302,Combined,5,0.2533423244085445,0.12750121416287202,0.12750121416287202,0.0,0.12750121416287202,0.12750121416287202,0.0,0.10756698051681876
sudden,302,Cold,6,0.05901918397016889,0.2081121726375025,0.14811217263750254,0.20000000000000018,1.1660320086098768,0.4460320086098768,2.4,0.0
sudden,302,Param,6,0.05901918397016889,0.193819246295395,0.07381924629539494,0.4000000000000001,0.9426600768023854,0.7626600768023855,0.6000000000000001,0.01429292634210752
sudden,302,State,6,0.05901918397016889,0.1659838926982119,0.10598389269821196,0.19999999999999996,0.8568668094981419,0.616866809498142,0.8,0.04212827993929061
sudden,302,Combined,6,0.05901918397016889,0.1059838926982119,0.1059838926982119,0.0,0.23348510686108392,0.23348510686108392,0.0,0.1021282799392906
sudden,302,Cold,7,0.03939181993102802,0.22381771555209384,0.1638177155520939,0.20000000000000018,1.3898497241619707,0.6098497241619707,2.6,0.0
sudden,302,Param,7,0.03939181993102802,0.17305828450283045,0.11305828450283051,0.19999999999999996,1.1157183613052157,0.875718361305216,0.8,0.05075943104926339
sudden,302,State,7,0.03939181993102802,0.12434917268482448,0.06434917268482443,0.19999999999999996,0.9812159821829664,0.6812159821829664,1.0,0.09946854286726936
sudden,302,Combined,7,0.03939181993102802,0.11305828450283047,0.11305828450283045,0.0,0.3465433913639144,0.3465433913639144,0.0,0.11075943104926338
sudden,302,Cold,8,0.040490367557069695,0.20007854925535434,0.14007854925535435,0.20000000000000018,1.589928273417325,0.749928273417325,2.8000000000000003,0.0
sudden,302,Param,8,0.040490367557069695,0.12826343484221964,0.06826343484221964,0.19999999999999996,1.2439817961474353,0.9439817961474356,1.0,0.0718151144131347
sudden,302,State,8,0.040490367557069695,0.16103601891149016,0.10103601891149017,0.19999999999999996,1.1422520010944566,0.7822520010944566,1.2,0.03904253034386418
sudden,302,Combined,8,0.040490367557069695,0.10103601891149015,0.10103601891149017,0.0,0.44757941027540454,0.44757941027540454,0.0,0.09904253034386419
sudden,302,Cold,9,0.034192300165147745,0.20482794035152177,0.1448279403515218,0.20000000000000018,1.7947562137688469,0.8947562137688468,3.0000000000000004,0.0
sudden,302,Param,9,0.034192300165147745,0.15740619240804232,0.09740619240804238,0.19999999999999996,1.4013879885554776,1.041387988555478,1.2,0.04742174794347945
sudden,302,State,9,0.034192300165147745,0.1330777815467405,0.0730777815467405,0.19999999999999996,1.2753297826411971,0.8553297826411971,1.4,0.07175015880478128
sudden,302,Combined,9,0.034192300165147745,0.09740619240804234,0.09740619240804232,0.0,0.5449856026834469,0.5449856026834469,0.0,0.10742174794347943
sudden,303,Cold,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudden,303,Param,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudden,303,State,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudden,303,Combined,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudden,303,Cold,1,0.04731163107563791,0.18,0.0,0.6,0.18,0.0,0.6,0.0
sudden,303,Param,1,0.04731163107563791,0.15990088215847253,0.09990088215847252,0.2,0.15990088215847253,0.09990088215847252,0.2,0.02009911784152746
sudden,303,State,1,0.04731163107563791,0.15990088215847253,0.09990088215847252,0.2,0.15990088215847253,0.09990088215847252,0.2,0.02009911784152746
sudden,303,Combined,1,0.04731163107563791,0.0,0.0,0.0,0.0,0.0,0.0,0.18
sudden,303,Cold,2,0.07180206829227476,0.18,0.0,0.6,0.36,0.0,1.2,0.0
sudden,303,Param,2,0.07180206829227476,0.08728238790370044,0.08728238790370042,0.0,0.24718327006217297,0.18718327006217295,0.2,0.09271761209629956
sudden,303,State,2,0.07180206829227476,0.08728238790370044,0.08728238790370042,0.0,0.24718327006217297,0.18718327006217295,0.2,0.09271761209629956
sudden,303,Combined,2,0.07180206829227476,0.0,0.0,0.0,0.0,0.0,0.0,0.18
sudden,303,Cold,3,0.059632059063555516,0.1616895914802109,0.10168959148021091,0.19999999999999996,0.5216895914802109,0.10168959148021091,1.4,0.0
sudden,303,Param,3,0.059632059063555516,0.10168959148021091,0.1016895914802109,0.0,0.3488728615423839,0.28887286154238384,0.2,0.059999999999999984
sudden,303,State,3,0.059632059063555516,0.10168959148021091,0.1016895914802109,0.0,0.3488728615423839,0.28887286154238384,0.2,0.059999999999999984
sudden,303,Combined,3,0.059632059063555516,0.0,0.0,0.0,0.0,0.0,0.0,0.1616895914802109
sudden,303,Cold,4,0.15638613951080654,0.12,0.0,0.3999999999999999,0.6416895914802109,0.10168959148021091,1.7999999999999998,0.0
sudden,303,Param,4,0.15638613951080654,0.12,0.0,0.4000000000000001,0.4688728615423839,0.28887286154238384,0.6000000000000001,0.0
sudden,303,State,4,0.15638613951080654,0.12,0.0,0.4000000000000001,0.4688728615423839,0.28887286154238384,0.6000000000000001,0.0
sudden,303,Combined,4,0.15638613951080654,0.0,0.0,0.0,0.0,0.0,0.0,0.12
sudden,303,Cold,5,0.2590507184857067,0.19719223098068128,0.13719223098068128,0.19999999999999996,0.8388818224608922,0.23888182246089218,1.9999999999999998,0.0
sudden,303,Param,5,0.2590507184857067,0.24704486301418555,0.12704486301418555,0.3999999999999999,0.7159177245565694,0.4159177245565694,1.0,-0.04985263203350426
sudden,303,State,5,0.2590507184857067,0.2042924619408776,0.14429246194087758,0.19999999999999996,0.6731653234832615,0.4331653234832614,0.8,-0.007100230960196324
sudden,303,Combined,5,0.2590507184857067,0.1277557887624859,0.0677557887624859,0.2,0.1277557887624859,0.0677557887624859,0.2,0.0694364422181954
sudden,303,Cold,6,0.10595217197193907,0.18,0.0,0.5999999999999999,1.0188818224608922,0.23888182246089218,2.5999999999999996,0.0
sudden,303,Param,6,0.10595217197193907,0.12,0.0,0.3999999999999999,0.8359177245565694,0.4159177245565694,1.4,0.06
sudden,303,State,6,0.10595217197193907,0.12,0.0,0.40000000000000013,0.7931653234832615,0.4331653234832614,1.2000000000000002,0.06
sudden,303,Combined,6,0.10595217197193907,0.0,0.0,0.0,0.1277557887624859,0.0677557887624859,0.2,0.18
sudden,303,Cold,7,0.10125891228560621,0.2106172983998553,0.15061729839985527,0.20000000000000018,1.2294991208607475,0.38949912086074745,2.8,0.0
sudden,303,Param,7,0.10125891228560621,0.18806301153236274,0.12806301153236277,0.19999999999999996,1.0239807360889321,0.5439807360889322,1.5999999999999999,0.022554286867492557
sudden,303,State,7,0.10125891228560621,0.18806301153236274,0.12806301153236277,0.19999999999999996,0.9812283350156242,0.5612283350156242,1.4000000000000001,0.022554286867492557
sudden,303,Combined,7,0.10125891228560621,0.06664961457979468,0.06664961457979467,0.0,0.19440540334228057,0.13440540334228057,0.2,0.14396768382006062
sudden,303,Cold,8,0.08155076213372028,0.18,0.0,0.6000000000000001,1.4094991208607475,0.38949912086074745,3.4,0.0
sudden,303,Param,8,0.08155076213372028,0.08470085881080379,0.0847008588108038,0.0,1.108681594899736,0.628681594899736,1.5999999999999999,0.0952991411891962
sudden,303,State,8,0.08155076213372028,0.08470085881080379,0.0847008588108038,0.0,1.065929193826428,0.645929193826428,1.4000000000000001,0.0952991411891962
sudden,303,Combined,8,0.08155076213372028,0.0,0.0,0.0,0.19440540334228057,0.13440540334228057,0.2,0.18
sudden,303,Cold,9,0.04607055484978132,0.18,0.0,0.6000000000000001,1.5894991208607474,0.38949912086074745,4.0,0.0
sudden,303,Param,9,0.04607055484978132,0.0745752757244523,0.07457527572445233,0.0,1.1832568706241882,0.7032568706241883,1.5999999999999999,0.1054247242755477
sudden,303,State,9,0.04607055484978132,0.0745752757244523,0.07457527572445233,0.0,1.1405044695508801,0.7205044695508803,1.4000000000000001,0.1054247242755477
sudden,303,Combined,9,0.04607055484978132,0.0,0.0,0.0,0.19440540334228057,0.13440540334228057,0.2,0.18
sudden,304,Cold,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudden,304,Param,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudden,304,State,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudden,304,Combined,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudden,304,Cold,1,0.028085573104157414,0.18,0.0,0.6,0.18,0.0,0.6,0.0
sudden,304,Param,1,0.028085573104157414,0.1605719306975824,0.10057193069758241,0.2,0.1605719306975824,0.10057193069758241,0.2,0.019428069302417583
sudden,304,State,1,0.028085573104157414,0.1605719306975824,0.10057193069758241,0.2,0.1605719306975824,0.10057193069758241,0.2,0.019428069302417583
sudden,304,Combined,1,0.028085573104157414,0.0,0.0,0.0,0.0,0.0,0.0,0.18
sudden,304,Cold,2,0.053390530254520244,0.18,0.0,0.6,0.36,0.0,1.2,0.0
sudden,304,Param,2,0.053390530254520244,0.0959282640882226,0.09592826408822258,0.0,0.256500194785805,0.196500194785805,0.2,0.0840717359117774
sudden,304,State,2,0.053390530254520244,0.0959282640882226,0.09592826408822258,0.0,0.256500194785805,0.196500194785805,0.2,0.0840717359117774
sudden,304,Combined,2,0.053390530254520244,0.0,0.0,0.0,0.0,0.0,0.0,0.18
sudden,304,Cold,3,0.09263180802625176,0.18,0.0,0.5999999999999999,0.54,0.0,1.7999999999999998,0.0
sudden,304,Param,3,0.09263180802625176,0.06,0.0,0.2,0.316500194785805,0.196500194785805,0.4,0.12
sudden,304,State,3,0.09263180802625176,0.06,0.0,0.2,0.316500194785805,0.196500194785805,0.4,0.12
sudden,304,Combined,3,0.09263180802625176,0.0,0.0,0.0,0.0,0.0,0.0,0.18
sudden,304,Cold,4,0.15694629941841726,0.15058355149754704,0.09058355149754704,0.19999999999999996,0.6905835514975471,0.09058355149754704,1.9999999999999998,0.0
sudden,304,Param,4,0.15694629941841726,0.12,0.0,0.4,0.436500194785805,0.196500194785805,0.8,0.030583551497547046
sudden,304,State,4,0.15694629941841726,0.12,0.0,0.4,0.436500194785805,0.196500194785805,0.8,0.030583551497547046
sudden,304,Combined,4,0.15694629941841726,0.0,0.0,0.0,0.0,0.0,0.0,0.15058355149754704
sudden,304,Cold,5,0.282055129208904,0.23134187304958592,0.11134187304958593,0.40000000000000013,0.9219254245471331,0.20192542454713297,2.4,0.0
sudden,304,Param,5,0.282055129208904,0.23257000084478985,0.11257000084478985,0.40000000000000013,0.6690701956305949,0.30907019563059485,1.2000000000000002,-0.001228127795203926
sudden,304,State,5,0.282055129208904,0.23220736284463203,0.11220736284463201,0.40000000000000013,0.668707557630437,0.308707557630437,1.2000000000000002,-0.0008654897950461093
sudden,304,Combined,5,0.282055129208904,0.13650813456840546,0.13650813456840546,0.0,0.13650813456840546,0.13650813456840546,0.0,0.09483373848118046
sudden,304,Cold,6,0.04640607022888519,0.18523093230579352,0.12523093230579352,0.20000000000000018,1.1071563568529266,0.3271563568529265,2.6,0.0
sudden,304,Param,6,0.04640607022888519,0.16797817846776414,0.10797817846776414,0.19999999999999996,0.837048374098359,0.417048374098359,1.4000000000000001,0.017252753838029378
sudden,304,State,6,0.04640607022888519,0.17988070276983043,0.11988070276983043,0.19999999999999996,0.8485882604002675,0.42858826040026743,1.4000000000000001,0.005350229535963091
sudden,304,Combined,6,0.04640607022888519,0.1534097770066483,0.1534097770066483,0.0,0.28991791157505375,0.28991791157505375,0.0,0.031821155299145226
sudden,304,Cold,7,0.051700466145232535,0.2262926185611915,0.16629261856119154,0.20000000000000018,1.333448975414118,0.49344897541411803,2.8000000000000003,0.0
sudden,304,Param,7,0.051700466145232535,0.1872656424897392,0.1272656424897392,0.19999999999999996,1.0243140165880982,0.5443140165880982,1.6,0.03902697607145231
sudden,304,State,7,0.051700466145232535,0.1705940449836683,0.11059404498366832,0.19999999999999996,1.0191823053839357,0.5391823053839357,1.6,0.0556985735775232
sudden,304,Combined,7,0.051700466145232535,0.14185388243630648,0.14185388243630648,0.0,0.43177179401136023,0.43177179401136023,0.0,0.08443873612488503
sudden,304,Cold,8,0.08007008666334986,0.2291173418214924,0.10911734182149235,0.3999999999999999,1.5625663172356106,0.6025663172356104,3.2,0.0
sudden,304,Param,8,0.08007008666334986,0.19106388855419876,0.19106388855419876,0.0,1.2153779051422968,0.735377905142297,1.6,0.038053453267293647
sudden,304,State,8,0.08007008666334986,0.20089074888312686,0.1408907488831268,0.19999999999999996,1.2200730542670626,0.6800730542670625,1.8,0.028226592938365547
sudden,304,Combined,8,0.08007008666334986,0.14923981891511606,0.14923981891511606,0.0,0.5810116129264763,0.5810116129264763,0.0,0.07987752290637634
sudden,304,Cold,9,0.044248679039635044,0.2299057759121935,0.16990577591219347,0.20000000000000018,1.792472093147804,0.7724720931478039,3.4000000000000004,0.0
sudden,304,Param,9,0.044248679039635044,0.20114353885091263,0.20114353885091263,0.0,1.4165214439932095,0.9365214439932096,1.6,0.028762237061280865
sudden,304,State,9,0.044248679039635044,0.18330528908675817,0.1233052890867582,0.19999999999999996,1.4033783433538207,0.8033783433538207,2.0,0.04660048682543533
sudden,304,Combined,9,0.044248679039635044,0.16020781403667772,0.16020781403667772,0.0,0.741219426963154,0.741219426963154,0.0,0.06969796187551577
