regime,seed,method,snapshot_t,delta,step_cost,step_interference,step_switches,cumulative_cost,cumulative_interference,cumulative_switches,gain_vs_cold,expected_cost,best_sample_cost,feasible_fraction,success_probability,evaluations,shots,cx_count,circuit_depth,wall_seconds
gradual,201,Param,8,0.11585289154773083,0.0,0.0,0.0,0.48675581962951225,0.06675581962951228,1.4,0.18,0.49749617219867687,0.0,1.0,0.01171875,6,256,102,110,1.1950385000091046
gradual,201,State,8,0.11585289154773083,0.0,0.0,0.0,0.06675581962951228,0.06675581962951228,0.0,0.18,0.09643822950533301,0.0,1.0,0.671875,6,256,102,110,1.189788082963787
gradual,201,Combined,8,0.11585289154773083,0.0,0.0,0.0,0.06675581962951228,0.06675581962951228,0.0,0.18,0.07098903413177779,0.0,1.0,0.74609375,6,256,102,110,1.1868913330254145
gradual,201,Cold,9,0.0744767277536755,0.3802292059618526,0.20022920596185262,0.6000000000000001,1.1226819716886647,0.4026819716886648,2.4000000000000004,0.0,0.47936555512776086,0.3802292059618526,1.0,0.00390625,6,256,108,112,1.1571602499461733
gradual,201,Param,9,0.0744767277536755,0.0,0.0,0.0,0.48675581962951225,0.06675581962951228,1.4,0.3802292059618526,0.4918850900689361,0.0,1.0,0.0078125,6,256,108,112,1.2043853750219569
gradual,201,State,9,0.0744767277536755,0.0,0.0,0.0,0.06675581962951228,0.06675581962951228,0.0,0.3802292059618526,0.029422022513326374,0.0,1.0,0.89453125,6,256,108,113,1.1894444160279818
gradual,201,Combined,9,0.0744767277536755,0.0,0.0,0.0,0.06675581962951228,0.06675581962951228,0.0,0.3802292059618526,0.08191943618164921,0.0,1.0,0.71875,6,256,108,113,1.1963695830199867
gradual,201,Cold,10,0.09611645599736146,0.12311752568490492,0.06311752568490492,0.20000000000000018,1.2457994973735695,0.46579949737356974,2.6000000000000005,0.0,0.31700781433465147,0.12311752568490492,1.0,0.00390625,6,256,114,113,1.1616187079926021
gradual,201,Param,10,0.09611645599736146,0.06311752568490492,0.0631175256849049,0.0,0.5498733453144171,0.1298733453144172,1.4,0.06,0.32693763175615037,0.06311752568490492,1.0,0.04296875,6,256,114,113,1.1962936670170166
gradual,201,State,10,0.09611645599736146,0.06311752568490492,0.0631175256849049,0.0,0.1298733453144172,0.1298733453144172,0.0,0.06,0.08045245916118418,0.06311752568490492,1.0,0.94140625,6,256,114,113,1.196625042008236
gradual,201,Combined,10,0.09611645599736146,0.06311752568490492,0.0631175256849049,0.0,0.1298733453144172,0.1298733453144172,0.0,0.06,0.1293791120494798,0.06311752568490492,1.0,0.75,6,256,114,113,1.1857316669775173
